protein:	color
LIPN	116
ABHD14A	116
LIPK	116
LIPA	116
ABHD10	116
ABHD11	116
ABHD4	116
SERHL2	116
ENOSF1	116
ABHD14B	116
ABHD5	116
LIPJ	116
LY6D	117
STARD10	117
SPRYD4	117
FAM59A	117
SH2D5	117
C21orf91	117
GRB2	117
LY6G6F	117
KIAA1549L	117
SLCO2A1	117
CLDN10	118
CLDN1	118
CLDN9	118
ILDR1	118
CLDN19	118
CLDN8	118
TJP3	118
CLDN2	118
CLDN23	118
CLDN24	118
CLDN18	118
CLDN20	118
CLDN14	118
ESAM	118
CLDN22	118
CLDN25	118
CLDN6	118
CLDN5	118
CLDN12	118
CLDN11	118
CLDN15	118
CLDN16	118
TECTB	118
CLDN17	118
MKNK2	119
CDKL1	119
MAPKAPK3	119
MAPKAPK2	119
NEK3	119
STK16	119
NEK7	119
SBK1	119
CDK10	119
NUAK2	119
CDKL2	119
NEK6	119
NUAK1	119
ULK3	119
CDKL4	119
PDIK1L	119
SBK2	119
DEPDC1B	120
SYDE2	120
ARHGAP28	120
ARHGAP22	120
STARD13	120
STARD8	120
ARHGAP39	120
SYDE1	120
ARHGAP12	120
TAGAP	120
ARHGAP33	120
ARHGAP23	120
ARHGAP20	120
ARHGAP30	120
ARHGAP25	120
ARHGAP18	120
DEPDC7	120
ARHGAP44	120
FAM13A	120
FAM13B	120
ARHGAP19	120
GMIP	120
ARHGAP24	120
ARHGAP8	120
ARHGAP40	120
ADAM7	121
LCN8	121
LCN9	121
CST11	121
RNASE10	121
PATE4	121
KIAA2013	122
ATP6V0D2	122
ATP6V1G1	122
ATP6AP1L	122
TCIRG1	122
ATP6V1C1	122
ATP6V0A1	122
ATP6V0A4	122
ATP6V0E1	122
ATP6V1E1	122
ATP6V1G3	122
LHPP	122
ATP6V0E2	122
ATP6V1C2	122
ATP6AP1	122
ATP6V0A2	122
ATP6V1G2	122
TMEM199	122
ATP6V1H	122
TFRC	122
ATP6V1E2	122
TF	122
ATP6V1D	122
ATP6V0D1	122
ATP6V1F	122
CYBA	123
NCF2	123
CYBB	123
NOXA1	123
NOX1	123
NOXO1	123
NOX4	123
NOX3	123
LAT2	123
FBXL15	124
FBXO4	124
FBXO44	124
FBXL5	124
FBXL3	124
FBXO31	124
FBXO27	124
FBXO17	124
FBXO15	124
FBXL7	124
FBXO9	124
FBXW5	124
FBXO6	124
FBXO2	124
FBXW8	124
CEP152	125
OFD1	125
SFI1	125
NINL	125
NLRP14	125
DCTN3	125
PCM1	125
ALMS1	125
PCNT	125
TUBGCP4	125
FGFR1OP	125
CDK5RAP2	125
SSNA1	125
CEP70	125
CEP250	125
AZI1	125
GPR112	125
CEP76	125
TUBGCP5	125
CNTRL	125
CEP290	125
ODF2	125
CEP57	125
CEP63	125
CEP72	125
TUBGCP6	125
HAUS2	125
BORA	125
SDCCAG8	125
NEDD1	125
CENPJ	125
CCP110	125
CLEC1B	125
ZNF804B	125
CEP192	125
CEP164	125
CEP78	125
CEP135	125
HBQ1	126
HBA1	126
HBZ	126
HBD	126
RFESD	126
CYGB	126
AHSP	126
HBG1	126
HBA2	126
HBM	126
HBE1	126
HBG2	126
HBB	126
CPB1	127
CPA3	127
CPA6	127
CPA2	127
CPA1	127
CPA4	127
CPA5	127
EMILIN1	128
PLAC9	128
EMILIN2	128
ATP1B2	129
FXYD2	129
FXYD6	129
ATP1B3	129
ATP1B1	129
FXYD7	129
FXYD4	129
SLC35F5	130
C2orf18	130
SLC35A5	130
SLC35G1	130
SLC35B3	130
SLC35A4	130
SLC35A3	130
SLC35F1	130
SLC35A2	130
SLC35F2	130
SLC35C2	130
SLC35B2	130
SEMA3A	131
NRP1	131
CDK5R1	131
PLVAP	131
PLXNA4	131
PLXNA1	131
KIAA1199	131
NRP2	131
PLXNA2	131
ATRAID	131
FES	131
FARP2	131
CCNB1IP1	132
C1orf114	132
C20orf85	132
CBLN2	133
CBLN4	133
CBLN1	133
CBLN3	133
IFITM1	134
IFI27L1	134
IFITM2	134
IFITM3	134
IFI35	134
XAF1	134
IP6K2	134
IFI6	134
ADAR	134
IFI27	134
RAB13	135
RAB28	135
RAB40A	135
RAB40AL	135
RAB15	135
RAB40B	135
RAB3IL1	135
RASEF	135
RAB12	135
RAB3IP	135
RAB10	135
RAB44	135
RAB8B	135
RAB40C	135
TSPYL5	136
TSPY1	136
FAM197Y1	136
TSPYL4	136
TSPYL2	136
TSPY8	136
TSPY2	136
TSPY4	136
ZC3H12B	136
TSPYL6	136
HSF5	136
TSPY3	136
TSPY10	136
TSPYL1	136
RIMS3	137
PCLO	137
CHRNA10	137
ANO2	138
CLCNKB	138
TTYH2	138
GLRB	138
GLRA4	138
GABRR2	138
GLRA1	138
GABRG3	138
TTYH3	138
BEST1	138
ANO6	138
GLRA2	138
GABRQ	138
CLIC3	138
ANO1	138
CLCNKA	138
BEST2	138
BEST3	138
BEST4	138
CLCN1	138
GABRR3	138
GLRA3	138
SNX8	139
SNX11	139
SNX4	139
SNX31	139
VPS35	139
SNX2	139
WDR85	139
SNX6	139
VPS26A	139
PQLC1	139
C1orf122	139
SNX5	139
VPS29	139
SNX30	139
SNX3	139
SNX10	139
SNX32	139
SNX7	139
VPS26B	139
SNX12	139
SNX1	139
MIS12	140
SGOL2	140
DSN1	140
CENPQ	140
CENPH	140
CENPL	140
B9D2	140
WAPAL	140
CENPK	140
ZWINT	140
APITD1	140
ITGB3BP	140
CENPF	140
CENPC1	140
CENPO	140
SKA2	140
CENPM	140
AHCTF1	140
CENPN	140
CENPP	140
TAOK1	140
SPDL1	140
MLF1IP	140
NSL1	140
CENPT	140
SPC24	140
PMF1	140
CDCA5	140
CASC5	140
SLITRK3	141
KDM5B	141
CECR6	141
VGLL3	141
TIMM22	142
TOMM5	142
TOMM70A	142
TOMM7	142
TOMM6	142
SAMM50	142
TIMM50	142
TOMM20	142
DNAJC19	142
TOMM22	142
TIMM21	142
TOMM40	142
MTX1	142
TOMM40L	142
TIMM17A	142
TIMM23	142
MTX3	142
CORO7-PAM16	142
TIMM23B	142
TIMM17B	142
MTX2	142
PAM16	142
TOMM20L	142
TIMM44	142
CHCHD4	142
CLEC4A	143
CLEC4E	143
CLEC4D	143
SLC39A13	144
SLC39A6	144
SLC39A4	144
SLC39A8	144
SLC39A12	144
SLC39A5	144
SLC39A14	144
SLC39A10	144
WDR33	145
IFT80	145
WDR20	145
KIAA1239	145
BRWD3	145
TBL2	145
DMWD	145
WDFY1	145
EML6	145
GNB1L	145
IFT122	145
WDFY2	145
NWD1	145
EML4	145
ZNF608	146
TLE4	146
AES	146
OOEP	146
TLE3	146
NKX6-3	146
TLE6	146
TLE1	146
NKX6-2	146
TLE2	146
C1orf173	146
NME1-NME2	147
NME9	147
NME3	147
DNASE2B	147
NME5	147
NME4	147
NME7	147
DYDC2	147
NME6	147
NME1	147
NME2	147
POC1B	148
KATNB1	148
WDR18	148
PEX7	148
POC1A	148
FBXW2	148
WSB1	148
WDR86	148
WDSUB1	148
MEIG1	148
WDR83	148
WDR53	148
SPAG16	148
WDR37	148
ATG16L1	148
TMA7	149
PRR15	149
FBXO25	149
RHOG	150
RHOH	150
RHOF	150
RHOC	150
RHOQ	150
RHOV	150
RHOJ	150
RHOD	150
RHOBTB2	150
RAC2	150
RHOB	150
RHOU	150
RAC3	150
RHOBTB1	150
OSMR	151
IL22RA2	151
IL20RB	151
IL15RA	151
IL5RA	151
IL9R	151
IL7R	151
IFNAR2	151
IL22RA1	151
IL28RA	151
IL10RA	151
IL13RA1	151
IL21R	151
CNTFR	151
IFNGR2	151
LIFR	151
IL20RA	151
CRLF2	151
ARL16	152
ARL5B	152
ARF3	152
ARL4A	152
ARL6	152
ARL9	152
ARL17A	152
ARL10	152
ARF1	152
DNAJC27	152
ARL5A	152
RAB2B	152
ARL17B	152
RAB14	152
ARL14	152
ARF4	152
ARL4C	152
ARF5	152
ARL4D	152
ARL5C	152
ARL6IP6	152
ARL1	152
RAB2A	152
ARL11	152
RANBP1	153
RGPD1	153
RGPD5	153
RGPD8	153
RGPD4	153
RGPD6	153
RGPD2	153
RGPD3	153
CES5A	154
CES1	154
CES3	154
CES4A	154
MORN3	155
JPH2	155
JPH3	155
JPH4	155
ALS2CL	155
MORN5	155
RSPH10B2	155
RSPH10B	155
MORN4	155
MORN2	155
NYAP2	155
RSPH1	155
JPH1	155
MORN1	155
FOXC2	156
FOXD4L5	156
FOXD4L3	156
FOXD2	156
FOXL1	156
FOXO6	156
FOXK1	156
FOXC1	156
FOXP1	156
FOXP3	156
FOXK2	156
FOXP4	156
FOXN4	156
FOXQ1	156
FOXE1	156
FOXP2	156
FOXD1	156
FOXI2	156
FOXR2	156
FOXD3	156
FOXF2	156
FOXD4L6	156
FOXD4L4	156
FOXJ3	156
FOXD4	156
FOXS1	156
FOXL2	156
FOXN3	156
FOXA3	156
FOXN2	156
FOXJ1	156
FOXN1	156
FOXF1	156
FOXR1	156
FOXD4L2	156
FOXH1	156
FOXG1	156
FOXD4L1	156
FOXJ2	156
FOXE3	156
FOXI1	156
PLEKHH1	157
CELSR3	157
FUZ	157
CELSR1	157
CELSR2	157
SERPINB10	158
SERPINA6	158
SERPINB7	158
SERPINI1	158
SERPINB3	158
SERPINE3	158
SERPINB9	158
SERPINB4	158
SERPINA4	158
SERPINF1	158
SERPINB8	158
HMSD	158
SERPINA9	158
SERPINE2	158
SERPIND1	158
SERPINB1	158
SERPINB5	158
SERPINB13	158
PRSS12	158
SERPINA11	158
SERPINB2	158
SERPINA3	158
SERPINB6	158
SERPINB12	158
SERPINA10	158
SERPINA12	158
SERPINA7	158
SERPINI2	158
SERPINA5	158
RBMY1B	159
RBMY1D	159
RBM25	159
RBMY1E	159
RBMY1J	159
NUP88	160
NUP214	160
SNUPN	160
NUP188	160
NUP54	160
NUP93	160
NEK9	160
NUP35	160
PHAX	160
NUP50	160
GEMIN7	160
NUPL2	160
AAAS	160
NUP155	160
NUP205	160
GEMIN5	160
GEMIN8	160
GCKR	160
SLBP	160
GEMIN2	160
GEMIN4	160
GEMIN6	160
NUP210	160
TNFRSF6B	161
TNFSF15	161
LTA	161
UMOD	161
LTBR	161
LTB	161
LGALS2	161
TNFSF14	161
NTN1	162
UNC5C	162
DCC	162
ABLIM3	162
ABLIM1	162
UNC5A	162
ABLIM2	162
UNC5D	162
UNC5B	162
KNCN	162
A1BG	163
GLIPR2	163
R3HDML	163
GLIPR1L2	163
CRISP3	163
CRISP1	163
CRISP2	163
GLIPR1L1	163
PI15	163
EIF3J	164
SMG7	164
SMG8	164
SRP14	164
ART4	164
SRP9	164
SRP68	164
SRP19	164
SMG5	164
TRAM1	164
SRP72	164
CASC3	164
UPF3A	164
SMG6	164
RPL41	164
SMG9	164
MAP1S	165
UBE3A	165
BPY2C	165
BPY2	165
BPY2B	165
KCNG4	166
KCNC4	166
KCNA10	166
KCNH3	166
KCNH1	166
KCNA6	166
KCNF1	166
KCNC3	166
KCNAB3	166
KCNH8	166
KCNS1	166
KCNQ5	166
KCNH6	166
KCNS2	166
KCNH7	166
KCNH5	166
KCNV1	166
KCNB2	166
KCNG3	166
KCNQ4	166
KCNC1	166
KCNV2	166
KCNH4	166
KCNG1	166
KCNA7	166
NPTX2	167
NPTXR	167
NPTX1	167
COMMD8	168
CCDC22	168
COMMD4	168
COMMD6	168
NDUFA4L2	168
COMMD7	168
COMMD1	168
COMMD5	168
COMMD3	168
COMMD2	168
COMMD10	168
COMMD9	168
BTN3A1	169
FCRL5	169
BTNL9	169
BTN3A3	169
LYZL1	169
BTN2A2	169
BTNL2	169
LYZL4	169
FCRL2	169
VSIG1	169
LYZL2	169
IGSF11	169
TAPBPL	169
BTN2A1	169
BTN1A1	169
ANKRD39	170
ASB11	170
ASB9	170
IKBKE	170
ASB12	170
ACBD6	170
ASB1	170
RFXANK	170
ASB13	170
ASB14	170
ANKRD7	170
ANKRD49	170
ANKRD54	170
ASB4	170
ANKRD29	170
ASB3	170
CDKN2C	170
ANKRA2	170
ANKRD30BL	170
ASB8	170
ANKRD28	170
MTPN	170
ANKRD16	170
FAM193A	170
OSTF1	170
ASB10	170
FANK1	170
ANKRD23	170
ANKRD44	170
CDKN2D	170
ANKRD1	170
ANKRD46	170
ANKRD22	170
ANKRD52	170
ASB5	170
GABPB1	170
BCL3	170
PPP1R27	170
ANKRD2	170
TXK	171
BTK	171
ERN2	171
PSG5	171
FLT3	171
EPHB6	171
BLK	171
MATK	171
EPHB2	171
EPHA5	171
EPHA10	171
DOK7	171
SRMS	171
TEC	171
ABL2	171
C15orf48	171
EPHB3	171
MERTK	171
TIE1	171
EPHA7	171
PTK7	171
ROR1	171
LIMK1	171
AXL	171
FGFRL1	171
INSRR	171
EPHB4	171
TESK1	171
PDGFRL	171
MUSK	171
MAP3K10	171
FRK	171
CDC42BPB	171
EPHA3	171
EPHA1	171
STYK1	171
ITK	171
EPHA4	171
PTK6	171
TYRO3	171
MAP3K11	171
RIPK2	171
RIPK3	171
EPHA6	171
TESK2	171
EPHA8	171
PASK	171
PBK	171
BMX	171
LIMK2	171
EPHB1	171
ERN1	171
KCNIP3	172
KCNIP2	172
MYL10	172
HPCAL4	172
GUCA1C	172
KCNIP4	172
CIB2	172
HPCAL1	172
VSNL1	172
MYL7	172
RCVRN	172
EFCAB1	172
HPCA	172
CIB3	172
NCS1	172
GUCA1A	172
FBXL16	172
GUCA1B	172
KCNIP1	172
SLC10A5	173
SLC10A4	173
SLC10A6	173
SLC10A3	173
ZP3	174
ADAM2	174
OVGP1	174
ZP1	174
ADAM30	174
ADAM21	174
ADAM20	174
ZP4	174
SYCE3	175
BLOC1S4	175
HPS4	175
BLOC1S5	175
HPS1	175
HPS3	175
DTNBP1	175
HPS5	175
HPS6	175
BLOC1S3	175
SNAPIN	175
BLOC1S6	175
BLOC1S1	175
BLOC1S2	175
HIST1H2BL	176
HIST2H2BE	176
HIST1H2BK	176
HIST1H2BC	176
HIST1H2BD	176
H2BFM	176
HIST3H2BB	176
HIST1H2BB	176
HIST1H2BE	176
HIST1H2BG	176
HIST2H2BF	176
HIST1H2BJ	176
HIST1H2BH	176
HIST1H2BI	176
HIST1H2BM	176
HIST1H2BA	176
HIST1H2BN	176
HIST1H2BF	176
H2BFWT	176
HIST1H2BO	176
SLC17A9	177
SLC17A5	177
SLC17A2	177
SLC17A6	177
SLC17A1	177
SLC17A4	177
SLC17A8	177
GNG5	178
GNG7	178
GNG12	178
GNG4	178
GNGT2	178
GNG10	178
GNG11	178
GNG8	178
RGS7BP	178
GNG13	178
GNG3	178
DEFB1	179
DEFA4	179
DEFA3	179
DEFA6	179
DEFA5	179
DEFA1	179
SLC9B1P1	180
SLC9A8	180
SLC9B1	180
SLC9A6	180
SLC9A4	180
SLC9A7	180
SLC9A2	180
SLC9C2	180
SLC9C1	180
SLC9A9	180
SLC9A3	180
SLC9B2	180
SLC9A5	180
PGLYRP4	181
PGLYRP3	181
PGLYRP2	181
RCHY1	182
C19orf80	182
AIG1	182
CCDC164	182
SLC7A8	183
SLC12A6	183
SLC7A2	183
SLC7A5	183
SLC7A4	183
SLC7A9	183
SLC7A10	183
SLC7A6	183
SLC7A7	183
SLC7A11	183
SLC7A1	183
SLC7A14	183
SLC7A3	183
SLC7A13	183
SLC12A5	183
TGM7	184
NDUFS1	184
TGM4	184
TGM6	184
CBWD3	185
CBWD1	185
CBWD2	185
CBWD7	185
CBWD6	185
CBWD5	185
GGN	186
GGNBP1	186
GGNBP2	186
CEACAM1	187
CEACAM8	187
CEACAM6	187
CARTPT	187
CEACAM7	187
BAALC	188
ATXN1	188
SLC25A51	188
CLEC4F	188
ZNF804A	188
TCTA	188
C2orf27B	188
BEND2	188
FAM22B	188
CD82	189
C14orf166B	189
TSPAN4	189
TSPAN14	189
TSPAN9	189
IGSF8	189
CD63	189
IZUMO1	189
PTGFRN	189
CD9	189
CD81	189
LRRC56	190
LRRC6	190
LRRC46	190
LRRC48	190
LRRCC1	190
LRRC49	190
LRRC43	190
C1orf192	190
LRRIQ3	190
PPP1R7	190
DNAL1	190
LRRC9	190
LRRC23	190
CEP97	190
LRRC61	190
LRRIQ1	190
SPCS2	191
SEC61G	191
SRPRB	191
SEC61B	191
SSR3	191
RPN1	191
SPCS1	191
DDOST	191
SRP54	191
RPN2	191
SEC11C	191
SSR1	191
SSR2	191
SRPR	191
SPCS3	191
SEC11A	191
KPNA3	192
SPAG17	192
KPNA6	192
KPNA7	192
KPNA1	192
KPNA4	192
KPNA5	192
SPAG6	192
KPNA2	192
CRYBA2	193
CRYBB1	193
CRYBA1	193
CRYBB3	193
GPR6	194
APP	194
GNAT3	194
GNAI3	194
GPR1	194
GPR151	194
DEFB4B	194
GPR84	194
GNAI1	194
CCL4L2	194
TAS1R3	194
TM4SF5	194
TAS1R2	194
DEFB4A	194
PF4	194
NKAIN2	195
APLF	195
POLM	195
PNKP	195
XRCC6	195
XRCC6BP1	195
DCLRE1C	195
SWSAP1	195
XRCC4	195
ZSWIM7	195
ERCC1	195
LIG4	195
APTX	195
XRCC5	195
ERCC8	195
DNTT	195
XPC	195
NHEJ1	195
POLL	195
KDM2B	196
GATA5	196
PITPNM2	196
KDM2A	196
KRT3	196
TRPS1	196
PITPNM1	196
NRIP2	196
NRIP3	196
FBXL19	196
PITX2	196
DAAM1	196
PITPNA	196
PI4K2B	196
LONRF2	196
BMP2K	196
DDI1	196
PITX1	196
LPIN1	196
LPIN2	196
ZGLP1	196
JHDM1D	196
PI4K2A	196
PITPNM3	196
PHF8	196
DDI2	196
LPIN3	196
PHF2	196
AAK1	196
PIGN	196
RDH11	197
DHRS13	197
DHRSX	197
RDH14	197
C2orf81	197
RDH13	197
DHRS12	197
CBR1	197
RDH12	197
SGCZ	198
SGCE	198
FKRP	198
MAGEE1	198
SNTB1	198
SSPN	198
SGCD	198
SGCA	198
SNTB2	198
SGCG	198
SNTG1	198
SNTA1	198
SNTG2	198
SGCB	198
ZDHHC17	199
OFCC1	199
PDZK1IP1	199
CLRN3	199
C20orf141	199
FAM9A	199
FAM135B	199
CACNB2	200
CACNG1	200
CACNA2D1	200
CACNB3	200
CACNG6	200
CACNA2D3	200
CACNA2D4	200
CACNA2D2	200
CACNB1	200
CACNB4	200
GKN2	201
CD300LD	201
BTNL8	201
FCRL4	201
TFF1	201
CFD	202
MMRN1	202
SRGN	202
PROS1	202
F5	202
SERPING1	202
SERPINA1	202
TIMP1	202
HRG	202
SERPINF2	202
LEFTY2	202
SPARC	202
GAS6	202
TMSB4X	202
F13A1	202
GDPD1	203
GDPD4	203
GDPD3	203
GDPD2	203
GDE1	203
GDPD5	203
IQCG	204
MAP6D1	204
CALM2	204
C11orf65	204
CAMTA2	204
CALM1	204
KIAA1683	204
TPCN1	205
HAX1	205
KIAA0513	205
TPCN2	205
NMU	206
LPAR2	206
NMUR2	206
RGS19	206
NMUR1	206
AMELX	206
PMCH	206
AMELY	206
LPAR1	206
LPAR5	206
MCHR1	206
NMS	206
CASR	206
MTRNR2L2	206
GPR17	206
MCHR2	206
BDKRB1	206
FPR2	206
BDKRB2	206
LPAR3	206
RGS18	206
GALNTL5	207
WBSCR17	207
GALNTL1	207
GALNTL6	207
GALNTL4	207
POC1B-GALNT4	207
TEKT1	208
EFHC1	208
SNTN	208
TEKT3	208
RSPH6A	208
CCDC65	208
RSPH4A	208
DNAAF1	208
RSPH9	208
CCDC63	208
UCP3	209
UCP1	209
THRSP	209
OTOP1	209
UCP2	209
CCDC69	210
FAM218A	210
PSMA3	210
C1orf105	210
PWWP2B	210
PEX16	211
PEX6	211
PEX5L	211
PEX12	211
PEX13	211
PEX26	211
UBQLN3	211
PEX14	211
PEX11A	211
PEX10	211
PXMP4	211
PEX11G	211
CGRRF1	211
PEX19	211
PEX3	211
PEX11B	211
TMOD1	212
MYBPC1	212
TNNI2	212
IGFN1	212
TNNT3	212
NEB	212
TNNI3	212
TNNT1	212
IGSF22	212
EFHA2	212
MYBPC2	212
ALPK3	212
TTN	212
TCAP	212
DES	212
TNNT2	212
MYBPC3	212
TNNI1	212
BANF1	213
EVC2	213
ZNF428	213
SMOC2	213
PLOD1	214
GLT25D1	214
GLT25D2	214
CD109	214
SUV420H2	214
FAM153A	214
PLOD3	214
CRYM	214
SUV420H1	214
VWA2	214
PLOD2	214
LRRC2	215
LRRC28	215
LRFN3	215
LRRC8C	215
LRRC39	215
LRRN1	215
LRRTM2	215
MFHAS1	215
GPR123	215
ECM2	215
LRRC8D	215
LRRC8A	215
LRFN2	215
LRRC24	215
LRRC8E	215
LRRC69	215
PODNL1	215
CPN2	215
LRRC4	215
OMG	215
LRRC63	215
LRRC10	215
LRRC57	215
LRRC8B	215
LRFN4	215
ISLR	215
LRRC15	215
RTN4RL2	215
LRRTM1	215
RTN4RL1	215
LRRC70	215
TSKU	215
LRTM1	215
LRRTM3	215
LRRC52	215
LRRC33	215
OPTC	215
EPYC	215
LRRC10B	215
LRTM2	215
XRRA1	215
LRRN4	215
LINGO3	215
BGN	215
LRRIQ4	215
LRRC66	215
CHADL	215
MXRA5	215
LRRC53	215
LRFN5	215
LRIT2	215
LINGO1	215
LRRC26	215
LRRC18	215
RTN4R	215
LRCH1	215
LRRC4B	215
ASPN	215
ISLR2	215
LRRC58	215
LRG1	215
LRRC17	215
LRRC55	215
LINGO4	215
LRRC4C	215
LRFN1	215
LRRC32	215
GPR124	215
LINGO2	215
LRRN2	215
PODN	215
TCTE1	215
LRRC19	215
LRRC38	215
LRRD1	215
LRRC30	215
GSG1L	216
LXN	216
PHACTR3	216
MICALL1	217
SPECC1L	217
MICAL1	217
SMTN	217
GAS2L2	217
NPIP	217
MICAL2	217
SYNE3	217
EPPK1	217
SPECC1	217
EVPLL	217
SMTNL1	217
CLMN	217
SMTNL2	217
MICALL2	217
PLS1	217
NPIPL3	217
MICAL3	217
PLS3	217
GAS2L1	217
MRPL12	218
MRPS16	218
MRPL32	218
MRPL46	218
MRPL34	218
MIEN1	218
MTIF3	218
GTPBP5	218
MRPL27	218
TSFM	218
MRPS18A	218
MRPS6	218
MRPL36	218
MRPL20	218
MRPL19	218
MRRFP1	218
MRRF	218
MRPS18C	218
MRPL33	218
MRPL17	218
GTPBP10	218
SLC26A2	219
SLC26A9	219
SLC26A5	219
SLC26A1	219
SLC26A10	219
SLC26A4	219
SLC26A3	219
SLC26A11	219
SLC26A7	219
GAGE2D	220
FAM167A	220
GMCL1	220
GAGE12I	220
GAGE2E	220
C5orf60	220
KCNK17	221
KCNK6	221
KCND1	221
KCNK1	221
KCNK18	221
KCNK7	221
KCNK5	221
KCNK4	221
KCNK2	221
KCNK16	221
KCNK10	221
TTC6	222
TMTC1	222
BBS4	222
TMTC3	222
TTC24	222
IFIT3	222
IFIT2	222
IFIT1B	222
KDM6A	222
IFIT5	222
UTY	222
IFIT1	222
FKBPL	222
TTC28	222
TOMM34	222
TTC32	222
TTC16	222
SPAG1	222
DYX1C1	222
RANGRF	223
SERGEF	223
RPGR	223
RCCD1	223
RANBP3L	223
RCBTB2	223
WBSCR16	223
RCBTB1	223
HECTD4	223
MPPED1	224
ROGDI	224
CCDC141	224
DISC1	224
PTBP3	225
CAMSAP2	225
SNRNP48	225
TMTC2	225
MAP7D2	225
FAM110B	225
CAMSAP3	225
ERI2	225
CCDC77	225
YIPF1	225
MSANTD4	225
FLYWCH1	225
SMAD4	226
PSG11	226
SMAD2	226
PSG9	226
TTC26	227
IFT46	227
IFT57	227
RBM33	227
RABL5	227
CLUAP1	227
IFT172	227
TBCCD1	227
ACOX2	228
HADH	228
ACOXL	228
AMACR	228
GCDH	228
IVD	228
ACADL	228
ACAD8	228
ACADVL	228
C7orf10	228
CCDC13	228
CRYL1	228
ACOX1	228
ACOX3	228
ACADM	228
ACADS	228
ACADSB	228
ACAD9	228
WDPCP	229
SEPT9	229
SEPT7L	229
SEPT5	229
SEPT7	229
SEPT10	229
SEPT3	229
SEPT6	229
SEPT8	229
SEPT11	229
SEPT4	229
SEPT2	229
SEPT12	229
SEPT14	229
C9orf69	229
SEPT1	229
USB1	230
CDC5L	230
C7orf13	230
SSUH2	230
COX7C	231
SNX21	231
MT-CO1	231
COX7B2	231
COX7A1	231
COX6B2	231
COX5B	231
MT-CO3	231
COX7A2L	231
COX6C	231
COX8A	231
COX5A	231
UQCR11	231
COX4I1	231
COX6B1	231
COX4I2	231
COA6	231
COX7B	231
COX8C	231
ULBP3	232
HCST	232
KLRK1	232
RAET1L	232
RAET1G	232
RAET1E	232
ULBP2	232
ULBP1	232
SNAP23	233
EXOC7	233
EXOC5	233
EXOC3L1	233
EXOC6	233
EXOC8	233
EXOC2	233
EXOC3L4	233
STXBP3	233
MYRIP	233
EXOC6B	233
EXOC3L2	233
ASPSCR1	233
EXOC3	233
DYM	233
EXOC4	233
TNFAIP2	233
EXOC1	233
BIN2	234
FERMT3	234
ADAM8	234
SH3GL1	234
SVIL	234
AFAP1L1	234
KLRC2	235
MICB	235
KLRC4	235
HLA-E	235
KLRD1	235
KLRC1	235
KLRC3	235
UPK3B	236
UPK1B	236
UPK3A	236
ELP4	237
EAF1	237
EAF2	237
ELL3	237
ELL2	237
NUFIP1	237
TMEM141	237
RDBP	237
PEX2	237
RTKN2	238
COBLL1	238
PACSIN3	238
PACSIN2	238
PACSIN1	238
ABCB11	239
ABCB9	239
ABCB1	239
ABCB8	239
ABCB10	239
TAP1	239
ABCB5	239
ABCB4	239
TAP2	239
PAX4	240
DUX4L2	240
DUX4L3	240
DUX4L4	240
DUX4L6	240
DUXA	240
DUX4L5	240
DUX4	240
DUX4L7	240
MIXL1	240
TBC1D17	241
TBC1D3F	241
TBC1D28	241
SGSM1	241
TBC1D8	241
TBC1D15	241
TBC1D3H	241
TBC1D3B	241
TBC1D26	241
TBC1D21	241
TBC1D3	241
TBC1D12	241
GRTP1	241
TBC1D13	241
TBC1D2	241
TBC1D9	241
TBC1D8B	241
TBC1D25	241
TBC1D16	241
TBC1D3C	241
TBC1D9B	241
TBC1D3G	241
TBC1D2B	241
SGSM3	241
USP6	241
TBC1D30	241
TBC1D14	241
RABGAP1	241
RABGAP1L	241
TBC1D29	241
SGSM2	241
USP6NL	241
FAM43A	241
PSMB1	242
PSMB2	242
PSMB6	242
PSME1	242
PSMB7	242
PSMD14	242
PSMB11	242
PSME2	242
PSMA4	242
PSMF1	242
PSMD7	242
PSMD11	242
PSMA8	242
PSMA5	242
PSMB3	242
PSMD8	242
PSME3	242
PSMD9	242
PSMA6	242
PSMA7	242
PSMB4	242
PSMB5	242
PSME4	242
PSMD12	242
PSMD1	242
PSMD5	242
PSMA1	242
PSMB10	242
PSMD6	242
ESRRG	243
NRBP1	243
NR2C1	243
HNF4G	243
NR4A2	243
NR2C2AP	243
RORA	243
RARB	243
PPARD	243
RORC	243
NR1D2	243
ESRRB	243
NR1D1	243
NR2F6	243
RARG	243
NR2E1	243
RORB	243
NR2C2	243
CD248	244
TFAP2C	244
KCTD1	244
PRM2	244
FCGBP	244
CCDC80	244
FLVCR1	244
TFAP2A	244
LDLRAD4	244
IFI27L2	244
APOL4	244
CITED4	244
GPR22	244
CELF4	245
CELF6	245
ELAVL3	245
CELF3	245
CELF2	245
ELAVL2	245
CELF1	245
CELF5	245
RBPMS2	245
ELAVL4	245
RNF43	246
RNF215	246
RNF165	246
RLIM	246
RNF103	246
RNF6	246
RPAP2	246
RNF150	246
PJA2	246
RNF126	246
RNF32	246
SLC7A6OS	246
RNF181	246
RNF122	246
RNF130	246
ZNRF3	246
ZSWIM2	246
RNF24	246
RNF115	246
PJA1	246
RNF44	246
RNF149	246
FOLR3	246
RNF38	246
POLR2C	247
POLR2I	247
POLR2J	247
METTL3	247
POLR2L	247
POLR2F	247
POLR2A	247
POLR2K	247
